,order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time,address
895,1477499,306119,Xi'an Famous Foods,Chinese,14.12,Weekend,4,32,19,"Xi'an Famous Foods, 8, Liberty Place, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10038, United States"
896,1478085,42930,Tony's Di Napoli,Italian,11.3,Weekend,4,35,29,"Tony's, 147, West 43rd Street, Theater District, Manhattan, New York County, City of New York, New York, 10036, United States"
897,1477374,177078,Lantern Thai Kitchen,Thai,32.93,Weekend,Not given,34,27,"Lantern Thai Kitchen, Montague Street, Brooklyn, Kings County, City of New York, New York, 11201, United States"
898,1477882,80737,RedFarm Broadway,Chinese,24.2,Weekday,Not given,22,33,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
899,1477713,314908,Blue Ribbon Fried Chicken,American,8.44,Weekend,3,31,18,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
900,1477115,87752,Shake Shack,American,24.25,Weekday,5,20,27,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
901,1476658,127149,P.J. Clarke's,American,31.43,Weekend,4,31,23,"P.J. Clarke’s, 915, 3rd Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10022, United States"
902,1477491,276192,Sushi of Gari Tribeca,Japanese,9.46,Weekend,Not given,22,29,
903,1477867,138426,Tony's Di Napoli,Italian,15.81,Weekend,5,35,30,"Tony's, 147, West 43rd Street, Theater District, Manhattan, New York County, City of New York, New York, 10036, United States"
904,1478097,252342,Westville Hudson,American,12.18,Weekend,3,20,25,"Westville, 333, Hudson Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10013, United States"
905,1478401,112272,The Kati Roll Company,Indian,29.25,Weekend,Not given,30,21,"The Kati Roll Company, 24, Poland Street, Soho, Islington, London, Greater London, England, W1F 8QL, United Kingdom"
906,1477382,69025,Han Dynasty,Chinese,6.84,Weekend,5,22,22,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
907,1478414,41409,Nobu Next Door,Japanese,12.66,Weekend,Not given,20,21,
908,1477638,113507,Parm,Italian,12.18,Weekend,Not given,32,26,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
909,1477183,127934,Blue Ribbon Fried Chicken,American,33.03,Weekend,5,35,25,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
910,1477681,225912,12 Chairs,Middle Eastern,16.3,Weekday,4,27,26,"12 Chairs, 56, MacDougal Street, University Village, SoHo, Manhattan, New York County, City of New York, New York, 10012, United States"
911,1477582,297130,Blue Ribbon Sushi,Japanese,12.95,Weekend,Not given,22,23,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
912,1477190,397588,Kanoyama,Japanese,25.27,Weekday,Not given,29,33,"Kanoyama, 175, 2nd Avenue, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
913,1477043,142356,Blue Ribbon Sushi,Japanese,6.74,Weekend,4,22,28,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
914,1477136,120490,Parm,Italian,21.88,Weekend,4,23,30,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
915,1476972,111356,Bhatti Indian Grill,Indian,32.98,Weekday,Not given,32,30,
916,1476627,120385,Westville Hudson,American,16.98,Weekend,5,34,20,"Westville, 333, Hudson Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10013, United States"
917,1477148,385406,The Meatball Shop,Italian,11.59,Weekday,Not given,21,30,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
918,1478165,54851,RedFarm Hudson,Chinese,12.18,Weekend,Not given,22,27,"RedFarm, 529, Hudson Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States"
919,1476622,399332,Philippe Chow,Chinese,24.2,Weekday,5,28,30,
920,1477246,39705,Bukhara Grill,Indian,16.54,Weekend,5,23,17,"Bukhara Grill, 2241, Bloor Street West, Swansea, Parkdale—High Park, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6S, Canada"
921,1477512,44759,Sushi of Gari Tribeca,Japanese,9.27,Weekend,Not given,20,17,
922,1477696,54809,RedFarm Broadway,Chinese,24.3,Weekday,5,24,31,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
923,1476578,97079,Donburi-ya,Japanese,12.18,Weekend,Not given,23,23,"Donburi-Ya, 789, Victoria Street, Hamilton Central, Hamilton City, Waikato, 3204, New Zealand/Aotearoa"
924,1477171,229946,Chipotle Mexican Grill $1.99 Delivery,Mexican,12.13,Weekend,3,34,25,
925,1477960,375098,12 Chairs,Middle Eastern,29.1,Weekend,Not given,22,26,"12 Chairs, 56, MacDougal Street, University Village, SoHo, Manhattan, New York County, City of New York, New York, 10012, United States"
926,1478260,41991,Blue Ribbon Sushi Bar & Grill,Japanese,12.37,Weekend,Not given,21,16,"Blue Ribbon Sushi Bar & Grill, Red Rock Resort, Summerlin South, Clark County, Nevada, 89135, United States"
927,1476720,91958,Dirty Bird To Go (archived),American,12.13,Weekend,4,22,27,
928,1476767,83287,Blue Ribbon Sushi Izakaya,Japanese,18.24,Weekend,5,32,22,
929,1477839,75548,The MasalaWala,Indian,12.13,Weekend,4,32,15,
930,1477462,304707,Han Dynasty,Chinese,12.08,Weekend,5,27,29,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
931,1477120,285774,Blue Ribbon Sushi,Japanese,6.79,Weekday,5,21,29,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
932,1476858,385350,Blue Ribbon Sushi,Japanese,12.13,Weekend,5,26,17,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
933,1476967,129798,TAO,Japanese,29.49,Weekday,Not given,22,32,"曹县, 菏泽市, 山东省, 中国"
934,1477808,123977,Vezzo Thin Crust Pizza,Italian,13.05,Weekend,5,31,27,
935,1477902,91114,Shake Shack,American,15.77,Weekend,4,35,23,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
936,1477416,123977,Vezzo Thin Crust Pizza,Italian,22.26,Weekday,Not given,22,32,
937,1476833,388420,Sushi of Gari 46,Japanese,9.02,Weekend,5,32,17,"Sushi of Gari, 347, West 46th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States"
938,1476813,261665,Han Dynasty,Chinese,7.71,Weekend,5,22,18,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
939,1477907,213212,Blue Ribbon Fried Chicken,American,14.65,Weekend,Not given,34,23,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
940,1477668,160957,Han Dynasty,Chinese,22.31,Weekend,5,29,15,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
941,1477306,94691,brgr,American,5.72,Weekday,3,24,26,"برگر, بخش مرکزی شهرستان فاروج, شهرستان فاروج, استان خراسان شمالی, ایران"
942,1478257,41877,Cafe Mogador,Middle Eastern,6.69,Weekend,4,23,30,"Cafe Mogador, 133, Wythe Avenue, Williamsburg, Brooklyn, Kings County, City of New York, New York, 11249, United States"
943,1477662,6987,Hill Country Fried Chicken,Southern,29.78,Weekday,Not given,35,33,"Country Fried Chicken, George Street, Robinvale, Rural City of Swan Hill, Victoria, 3549, Australia"
944,1478161,52327,Sushi of Gari,Japanese,16.01,Weekend,Not given,33,19,"Sushi of Gari, 402, East 78th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10075, United States"
945,1478225,142574,Sushi of Gari,Japanese,15.96,Weekend,Not given,22,19,"Sushi of Gari, 402, East 78th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10075, United States"
946,1476839,107909,Shake Shack,American,14.07,Weekend,Not given,33,21,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
947,1477847,106478,Blue Ribbon Sushi,Japanese,24.25,Weekday,4,22,29,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
948,1476718,35643,Vanessa's Dumpling House,Chinese,14.84,Weekend,5,31,24,"Vanessa's Dumpling House, 310, Bedford Avenue, Williamsburg, Brooklyn, Kings County, City of New York, New York, 11249, United States"
949,1478429,355090,Shake Shack,American,22.85,Weekend,5,24,23,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
950,1476885,133349,Vanessa's Dumplings,Chinese,20.23,Weekend,5,33,17,
951,1478230,97346,RedFarm Hudson,Chinese,14.6,Weekend,3,30,28,"RedFarm, 529, Hudson Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States"
952,1478162,241080,TAO,Japanese,15.52,Weekend,4,32,27,"曹县, 菏泽市, 山东省, 中国"
953,1477645,343554,Blue Ribbon Fried Chicken,American,8.98,Weekend,3,26,27,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
954,1477583,370096,Melt Shop,American,19.4,Weekend,4,30,25,"Melt Shop, West Road, Village at Newtown, Newtown Township, Bucks County, Pennsylvania, 18940, United States"
955,1477214,98319,Five Guys Burgers and Fries,American,13.0,Weekday,5,30,27,"Five Guys, York Place, Seven Dials, Covent Garden, City of Westminster, Greater London, England, WC2N 5LH, United Kingdom"
956,1477529,377260,The Smile,American,5.82,Weekend,3,22,25,"The Smile, ถนนเสริมสุข, ช้างเผือก, เชียงใหม่, ป่าแดด, อำเภอสารภี, 50030, ประเทศไทย"
957,1477648,110792,Blue Ribbon Sushi,Japanese,16.06,Weekend,Not given,24,21,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
958,1476874,60901,RedFarm Hudson,Chinese,5.82,Weekend,5,22,22,"RedFarm, 529, Hudson Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States"
959,1477097,132906,Sushi of Gari 46,Japanese,13.05,Weekday,Not given,28,30,"Sushi of Gari, 347, West 46th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States"
960,1477974,41907,Parm,Italian,9.22,Weekend,4,31,25,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
961,1478036,186976,Burger Joint,American,8.35,Weekend,4,28,17,"Burger Joint, Holmens gate, Ruseløkka, Frogner, Oslo, 0250, Norge"
962,1478371,258275,Cafe Habana,Mexican,25.17,Weekend,Not given,27,26,"Cafe Habana, Calle 52 Este, Bella Vista, Panamá, Distrito Panamá, Panamá, 0823, Panamá"
963,1476730,344577,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.05,Weekend,4,22,21,
964,1476768,72757,Jack's Wife Freda,Mediterranean,8.49,Weekend,Not given,23,18,"Jack's Wife Freda, Carmine Street, University Village, West Village, Manhattan, New York County, City of New York, New York, 10014, United States"
965,1476786,103852,Blue Ribbon Sushi,Japanese,6.74,Weekend,5,22,29,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
966,1478242,372276,Pinto Nouveau Thai Bistro,Thai,24.2,Weekend,5,29,15,
967,1477773,72726,Shake Shack,American,12.18,Weekend,5,32,24,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
968,1477063,317446,The Meatball Shop,Italian,19.4,Weekend,5,28,30,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
969,1477419,186454,Shake Shack,American,14.07,Weekend,5,34,17,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
970,1476864,381020,RedFarm Broadway,Chinese,31.86,Weekend,4,25,19,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
971,1476791,390484,RedFarm Broadway,Chinese,12.56,Weekday,4,35,33,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
972,1477054,351799,Sushi of Gari Tribeca,Japanese,14.07,Weekend,5,34,29,
973,1478184,232359,The Meatball Shop,American,5.82,Weekend,5,30,30,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
974,1476851,361220,Carmine's,Italian,19.98,Weekday,5,34,30,"Carmine’s, 1037, North Rush Street, Gold Coast, Near North Side, Chicago, Cook County, Illinois, 60611, United States"
975,1476597,373059,Shake Shack,American,14.07,Weekend,Not given,31,25,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
976,1477241,42828,Jack's Wife Freda,Mediterranean,14.12,Weekday,5,25,25,"Jack's Wife Freda, Carmine Street, University Village, West Village, Manhattan, New York County, City of New York, New York, 10014, United States"
977,1477282,241719,Sushi of Gari Tribeca,Japanese,12.42,Weekend,4,23,20,
978,1477874,41168,Parm,Italian,12.13,Weekend,Not given,25,29,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
979,1476852,369809,Five Guys Burgers and Fries,American,19.45,Weekday,3,28,28,"Five Guys, York Place, Seven Dials, Covent Garden, City of Westminster, Greater London, England, WC2N 5LH, United Kingdom"
980,1476958,41638,Blue Ribbon Fried Chicken,American,12.18,Weekend,4,26,29,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
981,1477226,361728,The Meatball Shop,Italian,6.69,Weekend,Not given,25,18,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
982,1477327,328731,Nobu Next Door,Japanese,13.97,Weekday,Not given,27,24,
983,1476905,360844,Blue Ribbon Sushi Bar & Grill,Japanese,5.72,Weekday,5,32,26,"Blue Ribbon Sushi Bar & Grill, Red Rock Resort, Summerlin South, Clark County, Nevada, 89135, United States"
984,1478433,94700,Haandi,Indian,13.1,Weekend,Not given,31,30,"Haandi, 10030, 107 Street NW, Downtown, Central Core, Edmonton, Alberta, T5J 3E4, Canada"
985,1476666,205241,Shake Shack,American,6.07,Weekday,4,23,27,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
986,1476552,334758,Melt Shop,American,12.56,Weekend,4,25,23,"Melt Shop, West Road, Village at Newtown, Newtown Township, Bucks County, Pennsylvania, 18940, United States"
987,1477137,157578,P.J. Clarke's,American,14.07,Weekday,5,33,26,"P.J. Clarke’s, 915, 3rd Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10022, United States"
988,1477440,127934,Blue Ribbon Fried Chicken,American,12.52,Weekday,4,24,31,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
989,1477545,144352,Shake Shack,American,21.93,Weekday,Not given,21,33,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
990,1478215,92726,Sarabeth's East,American,25.27,Weekend,4,23,19,"Sarabeth Jordan Boutique, 123, East Laurens Street, Laurens, Laurens County, South Carolina, 29360, United States"
991,1478301,184325,Asuka Sushi,Japanese,22.75,Weekday,5,25,32,"Asuka Sushi, 717, Bourke Street, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia"
992,1477294,39334,The Meatball Shop,American,12.18,Weekend,5,22,26,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
993,1477235,115841,Rubirosa,Italian,15.38,Weekday,Not given,30,31,"Rubirosa, La Ceiba, La Belén, Ciudad de Camagüey, Camagüey, 70700, Cuba"
994,1478012,114919,Yama Japanese Restaurant,Japanese,12.66,Weekend,Not given,25,26,"Yama Japanese Restaurant, Fayette Street, Morgantown, Monongalia County, West Virginia, 26505, United States"
995,1477005,87006,Nobu Next Door,Japanese,25.17,Weekend,Not given,21,16,
996,1476600,141912,P.J. Clarke's,American,24.25,Weekend,Not given,24,15,"P.J. Clarke’s, 915, 3rd Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10022, United States"
997,1478270,303548,Shake Shack,American,14.02,Weekend,4,20,21,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
998,1477299,60039,ilili Restaurant,Middle Eastern,31.33,Weekday,4,29,27,"ilili Restaurant, 39, Wedal Road, Cathays, Cardiff, Cymru / Wales, CF14 3QX, United Kingdom"
999,1477388,396432,Blue Ribbon Sushi Izakaya,Japanese,9.7,Weekend,Not given,25,15,
1000,1477221,125510,Blue Ribbon Sushi Izakaya,Japanese,33.03,Weekend,3,34,23,
1001,1476691,68775,Sushi of Gari Tribeca,Japanese,24.2,Weekend,Not given,22,21,
1002,1476838,51356,Burger Joint,American,16.15,Weekend,Not given,31,15,"Burger Joint, Holmens gate, Ruseløkka, Frogner, Oslo, 0250, Norge"
1003,1477913,92096,Aurora,Italian,21.93,Weekend,Not given,31,18,"Aurora, Aurora Township, Kane County, Illinois, United States"
1004,1477453,83287,Shake Shack,American,9.41,Weekend,5,22,20,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1005,1477946,81152,Hill Country Fried Chicken,Southern,14.12,Weekend,5,25,15,"Country Fried Chicken, George Street, Robinvale, Rural City of Swan Hill, Victoria, 3549, Australia"
1006,1477395,56219,Parm,Italian,14.55,Weekday,5,30,32,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
1007,1478404,97991,Blue Ribbon Sushi Bar & Grill,Japanese,33.03,Weekend,5,28,15,"Blue Ribbon Sushi Bar & Grill, Red Rock Resort, Summerlin South, Clark County, Nevada, 89135, United States"
1008,1476567,122609,Blue Ribbon Sushi,Japanese,13.0,Weekend,5,34,15,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
1009,1476903,53874,Sarabeth's,American,25.17,Weekend,3,28,23,"Sarabeth’s, 246, 敦化南路一段, 仁愛里, 大安區, 東區商圈, 臺北市, 106, 臺灣"
1010,1478374,64151,Rubirosa,Italian,5.97,Weekend,3,30,25,"Rubirosa, La Ceiba, La Belén, Ciudad de Camagüey, Camagüey, 70700, Cuba"
1011,1476764,44049,Sushi Samba,Japanese,13.0,Weekend,4,33,21,"Sushi Samba, Los Olmos, La Pincoya, Huechuraba, Provincia de Santiago, Región Metropolitana de Santiago, 9362427, Chile"
1012,1476629,317993,Melt Shop,American,12.66,Weekend,3,27,26,"Melt Shop, West Road, Village at Newtown, Newtown Township, Bucks County, Pennsylvania, 18940, United States"
1013,1476936,260035,Blue Ribbon Sushi Bar & Grill,Japanese,14.12,Weekend,Not given,31,25,"Blue Ribbon Sushi Bar & Grill, Red Rock Resort, Summerlin South, Clark County, Nevada, 89135, United States"
1014,1478342,142681,Osteria Morini,Italian,8.3,Weekend,Not given,27,19,"Osteria Morini, 218, Lafayette Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10012, United States"
1015,1477229,72339,Hatsuhana,Japanese,17.03,Weekday,4,35,33,"Hatsuhana, East 48th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10017, United States"
1016,1476961,112272,Blue Ribbon Sushi,Japanese,14.02,Weekday,Not given,35,29,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
1017,1477332,43018,RedFarm Hudson,Chinese,24.2,Weekend,5,27,19,"RedFarm, 529, Hudson Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States"
1018,1478193,83287,Five Guys Burgers and Fries,American,16.01,Weekend,Not given,27,19,"Five Guys, York Place, Seven Dials, Covent Garden, City of Westminster, Greater London, England, WC2N 5LH, United Kingdom"
1019,1478410,84087,The Meatball Shop,Italian,25.22,Weekend,5,32,25,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
1020,1477080,67848,The Kati Roll Company,Indian,19.45,Weekend,Not given,25,24,"The Kati Roll Company, 24, Poland Street, Soho, Islington, London, Greater London, England, W1F 8QL, United Kingdom"
1021,1477169,46696,Blue Ribbon Sushi Bar & Grill,Japanese,12.08,Weekday,5,29,24,"Blue Ribbon Sushi Bar & Grill, Red Rock Resort, Summerlin South, Clark County, Nevada, 89135, United States"
1022,1476761,64153,Blue Ribbon Fried Chicken,American,24.25,Weekday,5,33,30,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
1023,1477584,275689,Cafe Habana,Mexican,16.98,Weekday,4,23,30,"Cafe Habana, Calle 52 Este, Bella Vista, Panamá, Distrito Panamá, Panamá, 0823, Panamá"
1024,1477916,121706,Blue Ribbon Fried Chicken,American,13.0,Weekend,Not given,24,30,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
1025,1476561,115213,Tamarind TriBeCa,Indian,13.24,Weekend,Not given,23,30,"Tamarind, Franklin Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10005, United States"
1026,1477072,113507,Parm,Italian,29.39,Weekday,Not given,26,30,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
1027,1476755,331143,Waverly Diner,American,11.59,Weekend,Not given,25,22,"Waverly Diner, 385, 6th Avenue, University Village, West Village, Manhattan, New York County, City of New York, New York, 10011, United States"
1028,1478293,84045,Barbounia,Mediterranean,12.13,Weekend,Not given,26,26,"Barbounia, 250, Park Avenue South, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10003, United States"
1029,1477142,87151,Rubirosa,Italian,24.2,Weekend,4,23,26,"Rubirosa, La Ceiba, La Belén, Ciudad de Camagüey, Camagüey, 70700, Cuba"
1030,1477494,300003,Crema Restaurante,Mexican,15.86,Weekend,Not given,31,30,"Crema, West 17th Street, Chelsea District, Manhattan, New York County, City of New York, New York, 10011, United States"
1031,1477176,260680,Tamarind TriBeCa,Indian,12.95,Weekday,3,27,24,"Tamarind, Franklin Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10005, United States"
1032,1478383,121905,Shake Shack,American,15.86,Weekend,3,34,20,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1033,1476917,58675,Big Daddy's,American,14.84,Weekend,5,32,22,"Big Daddy's, 436, Western Avenue, North Brighton, Brighton, Boston, Suffolk County, Massachusetts, 02135, United States"
1034,1478082,103005,Yama Japanese Restaurant,Japanese,5.77,Weekend,Not given,34,21,"Yama Japanese Restaurant, Fayette Street, Morgantown, Monongalia County, West Virginia, 26505, United States"
1035,1477502,367076,Sushi of Gari 46,Japanese,22.8,Weekend,Not given,30,25,"Sushi of Gari, 347, West 46th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States"
1036,1477734,81658,The Meatball Shop,Italian,29.25,Weekday,5,35,29,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
1037,1477151,97991,Blue Ribbon Sushi Bar & Grill,Japanese,22.36,Weekend,4,25,18,"Blue Ribbon Sushi Bar & Grill, Red Rock Resort, Summerlin South, Clark County, Nevada, 89135, United States"
1038,1478333,93437,Sushi of Gari 46,Japanese,22.26,Weekend,5,27,26,"Sushi of Gari, 347, West 46th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States"
1039,1477013,52832,Donburi-ya,Japanese,8.01,Weekday,5,30,30,"Donburi-Ya, 789, Victoria Street, Hamilton Central, Hamilton City, Waikato, 3204, New Zealand/Aotearoa"
1040,1476949,14869,Pepe Rosso To Go,Italian,16.3,Weekend,Not given,23,30,
1041,1477779,39275,TAO,Japanese,31.43,Weekend,Not given,34,20,"曹县, 菏泽市, 山东省, 中国"
1042,1478131,395616,Parm,Italian,12.13,Weekend,3,23,15,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
1043,1477769,129798,TAO,Japanese,8.05,Weekday,Not given,26,31,"曹县, 菏泽市, 山东省, 中国"
1044,1478099,97255,Parm,Italian,19.4,Weekday,Not given,24,28,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
1045,1476810,95164,Amma,Indian,19.35,Weekend,Not given,30,16,"Amma, Roane County, West Virginia, 25005, United States"
1046,1477279,35432,TAO,Japanese,16.15,Weekend,3,24,22,"曹县, 菏泽市, 山东省, 中国"
1047,1478309,127130,Momoya,Japanese,16.05,Weekday,4,34,33,"Momoya, Kindia, Guinée"
1048,1477368,132137,Parm,Italian,24.25,Weekend,4,34,21,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
1049,1477409,146588,Shake Shack,American,9.07,Weekday,3,35,26,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1050,1477506,283831,Blue Ribbon Sushi Bar & Grill,Japanese,13.05,Weekday,5,22,28,"Blue Ribbon Sushi Bar & Grill, Red Rock Resort, Summerlin South, Clark County, Nevada, 89135, United States"
1051,1476888,342107,Shake Shack,American,12.13,Weekday,5,25,30,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1052,1477579,349854,Shake Shack,American,24.35,Weekday,5,34,26,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1053,1477977,43856,Han Dynasty,Chinese,16.01,Weekend,5,30,16,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
1054,1478336,138426,Tony's Di Napoli,Italian,5.82,Weekend,5,26,26,"Tony's, 147, West 43rd Street, Theater District, Manhattan, New York County, City of New York, New York, 10036, United States"
1055,1477649,106478,Cafe Mogador,Middle Eastern,16.15,Weekend,5,29,27,"Cafe Mogador, 133, Wythe Avenue, Williamsburg, Brooklyn, Kings County, City of New York, New York, 11249, United States"
1056,1477108,47280,Blue Ribbon Sushi,Japanese,29.68,Weekend,3,26,30,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
1057,1477947,78560,The Meatball Shop,Italian,12.18,Weekend,3,27,20,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
